call_id,ticker,call_date,n_utterances,path
TYL_20170427,TYL,2017-04-27,200,data/processed/TYL_20170427.pt
VRSN_20170427,VRSN,2017-04-27,104,data/processed/VRSN_20170427.pt
CVX_20170428,CVX,2017-04-28,200,data/processed/CVX_20170428.pt
FII_20170428,FII,2017-04-28,181,data/processed/FII_20170428.pt
GM_20170428,GM,2017-04-28,144,data/processed/GM_20170428.pt
MATW_20170428,MATW,2017-04-28,200,data/processed/MATW_20170428.pt
PEG_20170428,PEG,2017-04-28,112,data/processed/PEG_20170428.pt
PFS_20170428,PFS,2017-04-28,158,data/processed/PFS_20170428.pt
SBSI_20170428,SBSI,2017-04-28,112,data/processed/SBSI_20170428.pt
WY_20170428,WY,2017-04-28,200,data/processed/WY_20170428.pt
AMD_20170501,AMD,2017-05-01,182,data/processed/AMD_20170501.pt
CAH_20170501,CAH,2017-05-01,166,data/processed/CAH_20170501.pt
CGNX_20170501,CGNX,2017-05-01,107,data/processed/CGNX_20170501.pt
DISH_20170501,DISH,2017-05-01,200,data/processed/DISH_20170501.pt
EGOV_20170501,EGOV,2017-05-01,178,data/processed/EGOV_20170501.pt
ENSG_20170501,ENSG,2017-05-01,200,data/processed/ENSG_20170501.pt
GGP_20170501,GGP,2017-05-01,175,data/processed/GGP_20170501.pt
L_20170501,L,2017-05-01,152,data/processed/L_20170501.pt
MCY_20170501,MCY,2017-05-01,82,data/processed/MCY_20170501.pt
PLT_20170501,PLT,2017-05-01,143,data/processed/PLT_20170501.pt
AAPL_20170502,AAPL,2017-05-02,200,data/processed/AAPL_20170502.pt
ADM_20170502,ADM,2017-05-02,93,data/processed/ADM_20170502.pt
AET_20170502,AET,2017-05-02,117,data/processed/AET_20170502.pt
DVA_20170502,DVA,2017-05-02,66,data/processed/DVA_20170502.pt
ECL_20170502,ECL,2017-05-02,200,data/processed/ECL_20170502.pt
HBI_20170502,HBI,2017-05-02,109,data/processed/HBI_20170502.pt
HCA_20170502,HCA,2017-05-02,78,data/processed/HCA_20170502.pt
HVT_20170502,HVT,2017-05-02,133,data/processed/HVT_20170502.pt
IIVI_20170502,IIVI,2017-05-02,127,data/processed/IIVI_20170502.pt
LCI_20170502,LCI,2017-05-02,200,data/processed/LCI_20170502.pt
LNTH_20170502,LNTH,2017-05-02,131,data/processed/LNTH_20170502.pt
MO_20170502,MO,2017-05-02,53,data/processed/MO_20170502.pt
MRK_20170502,MRK,2017-05-02,116,data/processed/MRK_20170502.pt
OGS_20170502,OGS,2017-05-02,105,data/processed/OGS_20170502.pt
PES_20170502,PES,2017-05-02,155,data/processed/PES_20170502.pt
PNW_20170502,PNW,2017-05-02,80,data/processed/PNW_20170502.pt
SXI_20170502,SXI,2017-05-02,175,data/processed/SXI_20170502.pt
ADP_20170503,ADP,2017-05-03,123,data/processed/ADP_20170503.pt
AEGN_20170503,AEGN,2017-05-03,200,data/processed/AEGN_20170503.pt
ARI_20170503,ARI,2017-05-03,149,data/processed/ARI_20170503.pt
AVA_20170503,AVA,2017-05-03,167,data/processed/AVA_20170503.pt
CLX_20170503,CLX,2017-05-03,64,data/processed/CLX_20170503.pt
CSGS_20170503,CSGS,2017-05-03,174,data/processed/CSGS_20170503.pt
CTL_20170503,CTL,2017-05-03,200,data/processed/CTL_20170503.pt
DDD_20170503,DDD,2017-05-03,153,data/processed/DDD_20170503.pt
EL_20170503,EL,2017-05-03,200,data/processed/EL_20170503.pt
ERA_20170503,ERA,2017-05-03,117,data/processed/ERA_20170503.pt
GRMN_20170503,GRMN,2017-05-03,119,data/processed/GRMN_20170503.pt
HUM_20170503,HUM,2017-05-03,114,data/processed/HUM_20170503.pt
KHC_20170503,KHC,2017-05-03,186,data/processed/KHC_20170503.pt
LFUS_20170503,LFUS,2017-05-03,199,data/processed/LFUS_20170503.pt
NUS_20170503,NUS,2017-05-03,200,data/processed/NUS_20170503.pt
OMI_20170503,OMI,2017-05-03,200,data/processed/OMI_20170503.pt
POWL_20170503,POWL,2017-05-03,148,data/processed/POWL_20170503.pt
SMP_20170503,SMP,2017-05-03,166,data/processed/SMP_20170503.pt
SSTK_20170503,SSTK,2017-05-03,181,data/processed/SSTK_20170503.pt
STRA_20170503,STRA,2017-05-03,134,data/processed/STRA_20170503.pt
UFCS_20170503,UFCS,2017-05-03,120,data/processed/UFCS_20170503.pt
WD_20170503,WD,2017-05-03,200,data/processed/WD_20170503.pt
AAON_20170504,AAON,2017-05-04,24,data/processed/AAON_20170504.pt
ACIW_20170504,ACIW,2017-05-04,162,data/processed/ACIW_20170504.pt
ALE_20170504,ALE,2017-05-04,200,data/processed/ALE_20170504.pt
ANDE_20170504,ANDE,2017-05-04,200,data/processed/ANDE_20170504.pt
ANIP_20170504,ANIP,2017-05-04,135,data/processed/ANIP_20170504.pt
ATO_20170504,ATO,2017-05-04,119,data/processed/ATO_20170504.pt
ATVI_20170504,ATVI,2017-05-04,59,data/processed/ATVI_20170504.pt
BLL_20170504,BLL,2017-05-04,128,data/processed/BLL_20170504.pt
CABO_20170504,CABO,2017-05-04,150,data/processed/CABO_20170504.pt
CNSL_20170504,CNSL,2017-05-04,200,data/processed/CNSL_20170504.pt
CTRL_20170504,CTRL,2017-05-04,182,data/processed/CTRL_20170504.pt
D_20170504,D,2017-05-04,120,data/processed/D_20170504.pt
DNR_20170504,DNR,2017-05-04,125,data/processed/DNR_20170504.pt
EBS_20170504,EBS,2017-05-04,197,data/processed/EBS_20170504.pt
ES_20170504,ES,2017-05-04,200,data/processed/ES_20170504.pt
ESE_20170504,ESE,2017-05-04,66,data/processed/ESE_20170504.pt
FCPT_20170504,FCPT,2017-05-04,57,data/processed/FCPT_20170504.pt
FTK_20170504,FTK,2017-05-04,200,data/processed/FTK_20170504.pt
GFF_20170504,GFF,2017-05-04,186,data/processed/GFF_20170504.pt
HCI_20170504,HCI,2017-05-04,200,data/processed/HCI_20170504.pt
ILG_20170504,ILG,2017-05-04,200,data/processed/ILG_20170504.pt
INCY_20170504,INCY,2017-05-04,200,data/processed/INCY_20170504.pt
IT_20170504,IT,2017-05-04,198,data/processed/IT_20170504.pt
LAMR_20170504,LAMR,2017-05-04,97,data/processed/LAMR_20170504.pt
LQDT_20170504,LQDT,2017-05-04,132,data/processed/LQDT_20170504.pt
LYV_20170504,LYV,2017-05-04,67,data/processed/LYV_20170504.pt
MDU_20170504,MDU,2017-05-04,88,data/processed/MDU_20170504.pt
MED_20170504,MED,2017-05-04,144,data/processed/MED_20170504.pt
MSCI_20170504,MSCI,2017-05-04,130,data/processed/MSCI_20170504.pt
MUR_20170504,MUR,2017-05-04,200,data/processed/MUR_20170504.pt
OGE_20170504,OGE,2017-05-04,23,data/processed/OGE_20170504.pt
ORN_20170504,ORN,2017-05-04,200,data/processed/ORN_20170504.pt
PPL_20170504,PPL,2017-05-04,153,data/processed/PPL_20170504.pt
PRFT_20170504,PRFT,2017-05-04,189,data/processed/PRFT_20170504.pt
PWR_20170504,PWR,2017-05-04,200,data/processed/PWR_20170504.pt
REGN_20170504,REGN,2017-05-04,115,data/processed/REGN_20170504.pt
RGS_20170504,RGS,2017-05-04,174,data/processed/RGS_20170504.pt
SWM_20170504,SWM,2017-05-04,63,data/processed/SWM_20170504.pt
UEIC_20170504,UEIC,2017-05-04,200,data/processed/UEIC_20170504.pt
VAC_20170504,VAC,2017-05-04,177,data/processed/VAC_20170504.pt
WWE_20170504,WWE,2017-05-04,44,data/processed/WWE_20170504.pt
GEOS_20170505,GEOS,2017-05-05,193,data/processed/GEOS_20170505.pt
HCN_20170505,HCN,2017-05-05,109,data/processed/HCN_20170505.pt
HE_20170505,HE,2017-05-05,185,data/processed/HE_20170505.pt
IVR_20170505,IVR,2017-05-05,39,data/processed/IVR_20170505.pt
PDCE_20170505,PDCE,2017-05-05,61,data/processed/PDCE_20170505.pt
PRA_20170505,PRA,2017-05-05,200,data/processed/PRA_20170505.pt
RUTH_20170505,RUTH,2017-05-05,120,data/processed/RUTH_20170505.pt
TREX_20170505,TREX,2017-05-05,62,data/processed/TREX_20170505.pt
AES_20170508,AES,2017-05-08,141,data/processed/AES_20170508.pt
AMPH_20170508,AMPH,2017-05-08,123,data/processed/AMPH_20170508.pt
NWN_20170508,NWN,2017-05-08,123,data/processed/NWN_20170508.pt
SYY_20170508,SYY,2017-05-08,172,data/processed/SYY_20170508.pt
APEI_20170509,APEI,2017-05-09,170,data/processed/APEI_20170509.pt
BKNG_20170509,BKNG,2017-05-09,181,data/processed/BKNG_20170509.pt
CLDT_20170509,CLDT,2017-05-09,143,data/processed/CLDT_20170509.pt
CORE_20170509,CORE,2017-05-09,200,data/processed/CORE_20170509.pt
DEA_20170509,DEA,2017-05-09,132,data/processed/DEA_20170509.pt
DIOD_20170509,DIOD,2017-05-09,178,data/processed/DIOD_20170509.pt
EBIX_20170509,EBIX,2017-05-09,200,data/processed/EBIX_20170509.pt
INGN_20170509,INGN,2017-05-09,124,data/processed/INGN_20170509.pt
IVC_20170509,IVC,2017-05-09,200,data/processed/IVC_20170509.pt
LGIH_20170509,LGIH,2017-05-09,200,data/processed/LGIH_20170509.pt
LGND_20170509,LGND,2017-05-09,193,data/processed/LGND_20170509.pt
MDC_20170509,MDC,2017-05-09,156,data/processed/MDC_20170509.pt
MTSC_20170509,MTSC,2017-05-09,200,data/processed/MTSC_20170509.pt
NVDA_20170509,NVDA,2017-05-09,200,data/processed/NVDA_20170509.pt
NWSA_20170509,NWSA,2017-05-09,117,data/processed/NWSA_20170509.pt
PAHC_20170509,PAHC,2017-05-09,158,data/processed/PAHC_20170509.pt
QNST_20170509,QNST,2017-05-09,85,data/processed/QNST_20170509.pt
SCSC_20170509,SCSC,2017-05-09,182,data/processed/SCSC_20170509.pt
SEDG_20170509,SEDG,2017-05-09,132,data/processed/SEDG_20170509.pt
SEE_20170509,SEE,2017-05-09,144,data/processed/SEE_20170509.pt
SRE_20170509,SRE,2017-05-09,54,data/processed/SRE_20170509.pt
WLH_20170509,WLH,2017-05-09,186,data/processed/WLH_20170509.pt
WRLD_20170509,WRLD,2017-05-09,113,data/processed/WRLD_20170509.pt
XOXO_20170509,XOXO,2017-05-09,134,data/processed/XOXO_20170509.pt
ZBRA_20170509,ZBRA,2017-05-09,200,data/processed/ZBRA_20170509.pt
MTRX_20170510,MTRX,2017-05-10,200,data/processed/MTRX_20170510.pt
MYL_20170510,MYL,2017-05-10,200,data/processed/MYL_20170510.pt
PRSC_20170510,PRSC,2017-05-10,173,data/processed/PRSC_20170510.pt
SWX_20170510,SWX,2017-05-10,162,data/processed/SWX_20170510.pt
TISI_20170510,TISI,2017-05-10,57,data/processed/TISI_20170510.pt
INTL_20170511,INTL,2017-05-11,197,data/processed/INTL_20170511.pt
RGLD_20170511,RGLD,2017-05-11,200,data/processed/RGLD_20170511.pt
BKE_20170518,BKE,2017-05-18,104,data/processed/BKE_20170518.pt
LB_20170518,LB,2017-05-18,200,data/processed/LB_20170518.pt
ROST_20170518,ROST,2017-05-18,178,data/processed/ROST_20170518.pt
WMT_20170518,WMT,2017-05-18,200,data/processed/WMT_20170518.pt
DE_20170519,DE,2017-05-19,40,data/processed/DE_20170519.pt
AZO_20170523,AZO,2017-05-23,200,data/processed/AZO_20170523.pt
RAVN_20170523,RAVN,2017-05-23,195,data/processed/RAVN_20170523.pt
AAP_20170524,AAP,2017-05-24,200,data/processed/AAP_20170524.pt
GES_20170524,GES,2017-05-24,192,data/processed/GES_20170524.pt
HPQ_20170524,HPQ,2017-05-24,87,data/processed/HPQ_20170524.pt
LOW_20170524,LOW,2017-05-24,93,data/processed/LOW_20170524.pt
PLUS_20170524,PLUS,2017-05-24,200,data/processed/PLUS_20170524.pt
REX_20170524,REX,2017-05-24,60,data/processed/REX_20170524.pt
TIF_20170524,TIF,2017-05-24,100,data/processed/TIF_20170524.pt
ADI_20170531,ADI,2017-05-31,116,data/processed/ADI_20170531.pt
DAKT_20170531,DAKT,2017-05-31,114,data/processed/DAKT_20170531.pt
NX_20170531,NX,2017-05-31,124,data/processed/NX_20170531.pt
OLLI_20170531,OLLI,2017-05-31,132,data/processed/OLLI_20170531.pt
ZUMZ_20170601,ZUMZ,2017-06-01,162,data/processed/ZUMZ_20170601.pt
ALOG_20170606,ALOG,2017-06-06,134,data/processed/ALOG_20170606.pt
FRED_20170606,FRED,2017-06-06,200,data/processed/FRED_20170606.pt
ASNA_20170608,ASNA,2017-06-08,200,data/processed/ASNA_20170608.pt
CVCO_20170613,CVCO,2017-06-13,130,data/processed/CVCO_20170613.pt
KR_20170615,KR,2017-06-15,138,data/processed/KR_20170615.pt
LEN_20170620,LEN,2017-06-20,173,data/processed/LEN_20170620.pt
ACN_20170622,ACN,2017-06-22,132,data/processed/ACN_20170622.pt
BKS_20170622,BKS,2017-06-22,131,data/processed/BKS_20170622.pt
SONC_20170622,SONC,2017-06-22,200,data/processed/SONC_20170622.pt
GIS_20170628,GIS,2017-06-28,96,data/processed/GIS_20170628.pt
MON_20170628,MON,2017-06-28,200,data/processed/MON_20170628.pt
PKE_20170628,PKE,2017-06-28,146,data/processed/PKE_20170628.pt
MU_20170629,MU,2017-06-29,120,data/processed/MU_20170629.pt
WBA_20170629,WBA,2017-06-29,115,data/processed/WBA_20170629.pt
WOR_20170629,WOR,2017-06-29,151,data/processed/WOR_20170629.pt
AIR_20170711,AIR,2017-07-11,166,data/processed/AIR_20170711.pt
PEP_20170711,PEP,2017-07-11,178,data/processed/PEP_20170711.pt
EXPO_20170718,EXPO,2017-07-18,162,data/processed/EXPO_20170718.pt
PLD_20170718,PLD,2017-07-18,78,data/processed/PLD_20170718.pt
AXP_20170719,AXP,2017-07-19,130,data/processed/AXP_20170719.pt
BHE_20170719,BHE,2017-07-19,200,data/processed/BHE_20170719.pt
CCI_20170719,CCI,2017-07-19,200,data/processed/CCI_20170719.pt
HWC_20170719,HWC,2017-07-19,200,data/processed/HWC_20170719.pt
USB_20170719,USB,2017-07-19,43,data/processed/USB_20170719.pt
ABT_20170720,ABT,2017-07-20,93,data/processed/ABT_20170720.pt
EBAY_20170720,EBAY,2017-07-20,95,data/processed/EBAY_20170720.pt
GATX_20170720,GATX,2017-07-20,199,data/processed/GATX_20170720.pt
HOMB_20170720,HOMB,2017-07-20,22,data/processed/HOMB_20170720.pt
HZO_20170720,HZO,2017-07-20,197,data/processed/HZO_20170720.pt
IIIN_20170720,IIIN,2017-07-20,137,data/processed/IIIN_20170720.pt
MSFT_20170720,MSFT,2017-07-20,187,data/processed/MSFT_20170720.pt
SCHL_20170720,SCHL,2017-07-20,181,data/processed/SCHL_20170720.pt
SHW_20170720,SHW,2017-07-20,200,data/processed/SHW_20170720.pt
SNA_20170720,SNA,2017-07-20,200,data/processed/SNA_20170720.pt
STC_20170720,STC,2017-07-20,153,data/processed/STC_20170720.pt
ABCB_20170721,ABCB,2017-07-21,198,data/processed/ABCB_20170721.pt
CL_20170721,CL,2017-07-21,200,data/processed/CL_20170721.pt
MINI_20170721,MINI,2017-07-21,81,data/processed/MINI_20170721.pt
NBHC_20170721,NBHC,2017-07-21,171,data/processed/NBHC_20170721.pt
SLB_20170721,SLB,2017-07-21,200,data/processed/SLB_20170721.pt
SXT_20170721,SXT,2017-07-21,200,data/processed/SXT_20170721.pt
CDNS_20170724,CDNS,2017-07-24,53,data/processed/CDNS_20170724.pt
HAL_20170724,HAL,2017-07-24,67,data/processed/HAL_20170724.pt
HAS_20170724,HAS,2017-07-24,118,data/processed/HAS_20170724.pt
TRST_20170724,TRST,2017-07-24,123,data/processed/TRST_20170724.pt
AVY_20170725,AVY,2017-07-25,123,data/processed/AVY_20170725.pt
CAT_20170725,CAT,2017-07-25,12,data/processed/CAT_20170725.pt
DGX_20170725,DGX,2017-07-25,200,data/processed/DGX_20170725.pt
FELE_20170725,FELE,2017-07-25,200,data/processed/FELE_20170725.pt
GM_20170725,GM,2017-07-25,151,data/processed/GM_20170725.pt
HSTM_20170725,HSTM,2017-07-25,200,data/processed/HSTM_20170725.pt
JNPR_20170725,JNPR,2017-07-25,200,data/processed/JNPR_20170725.pt
KMB_20170725,KMB,2017-07-25,50,data/processed/KMB_20170725.pt
LPT_20170725,LPT,2017-07-25,11,data/processed/LPT_20170725.pt
MMM_20170725,MMM,2017-07-25,200,data/processed/MMM_20170725.pt
NEM_20170725,NEM,2017-07-25,71,data/processed/NEM_20170725.pt
PNR_20170725,PNR,2017-07-25,144,data/processed/PNR_20170725.pt
STX_20170725,STX,2017-07-25,191,data/processed/STX_20170725.pt
UTX_20170725,UTX,2017-07-25,70,data/processed/UTX_20170725.pt
WRB_20170725,WRB,2017-07-25,57,data/processed/WRB_20170725.pt
ANTM_20170726,ANTM,2017-07-26,150,data/processed/ANTM_20170726.pt
CHE_20170726,CHE,2017-07-26,69,data/processed/CHE_20170726.pt
CPF_20170726,CPF,2017-07-26,179,data/processed/CPF_20170726.pt
EGP_20170726,EGP,2017-07-26,200,data/processed/EGP_20170726.pt
FCF_20170726,FCF,2017-07-26,64,data/processed/FCF_20170726.pt
HOPE_20170726,HOPE,2017-07-26,200,data/processed/HOPE_20170726.pt
INVA_20170726,INVA,2017-07-26,200,data/processed/INVA_20170726.pt
LPSN_20170726,LPSN,2017-07-26,200,data/processed/LPSN_20170726.pt
MKTX_20170726,MKTX,2017-07-26,200,data/processed/MKTX_20170726.pt
MMSI_20170726,MMSI,2017-07-26,200,data/processed/MMSI_20170726.pt
PB_20170726,PB,2017-07-26,196,data/processed/PB_20170726.pt
PSB_20170726,PSB,2017-07-26,158,data/processed/PSB_20170726.pt
PYPL_20170726,PYPL,2017-07-26,200,data/processed/PYPL_20170726.pt
STRA_20170726,STRA,2017-07-26,54,data/processed/STRA_20170726.pt
TRMK_20170726,TRMK,2017-07-26,165,data/processed/TRMK_20170726.pt
VAR_20170726,VAR,2017-07-26,168,data/processed/VAR_20170726.pt
ACIW_20170727,ACIW,2017-07-27,132,data/processed/ACIW_20170727.pt
ACOR_20170727,ACOR,2017-07-27,143,data/processed/ACOR_20170727.pt
AHL_20170727,AHL,2017-07-27,200,data/processed/AHL_20170727.pt
ALGN_20170727,ALGN,2017-07-27,186,data/processed/ALGN_20170727.pt
AMZN_20170727,AMZN,2017-07-27,139,data/processed/AMZN_20170727.pt
BMY_20170727,BMY,2017-07-27,103,data/processed/BMY_20170727.pt
CMO_20170727,CMO,2017-07-27,47,data/processed/CMO_20170727.pt
COLB_20170727,COLB,2017-07-27,200,data/processed/COLB_20170727.pt
CUBI_20170727,CUBI,2017-07-27,179,data/processed/CUBI_20170727.pt
CW_20170727,CW,2017-07-27,200,data/processed/CW_20170727.pt
DHX_20170727,DHX,2017-07-27,200,data/processed/DHX_20170727.pt
EIG_20170727,EIG,2017-07-27,129,data/processed/EIG_20170727.pt
EQT_20170727,EQT,2017-07-27,56,data/processed/EQT_20170727.pt
GTY_20170727,GTY,2017-07-27,166,data/processed/GTY_20170727.pt
INT_20170727,INT,2017-07-27,194,data/processed/INT_20170727.pt
ITGR_20170727,ITGR,2017-07-27,200,data/processed/ITGR_20170727.pt
IVZ_20170727,IVZ,2017-07-27,169,data/processed/IVZ_20170727.pt
JCI_20170727,JCI,2017-07-27,103,data/processed/JCI_20170727.pt
KEX_20170727,KEX,2017-07-27,200,data/processed/KEX_20170727.pt
KLAC_20170727,KLAC,2017-07-27,106,data/processed/KLAC_20170727.pt
KRC_20170727,KRC,2017-07-27,77,data/processed/KRC_20170727.pt
LKQ_20170727,LKQ,2017-07-27,200,data/processed/LKQ_20170727.pt
LMAT_20170727,LMAT,2017-07-27,200,data/processed/LMAT_20170727.pt
MAT_20170727,MAT,2017-07-27,95,data/processed/MAT_20170727.pt
MMC_20170727,MMC,2017-07-27,200,data/processed/MMC_20170727.pt
MO_20170727,MO,2017-07-27,173,data/processed/MO_20170727.pt
NATI_20170727,NATI,2017-07-27,175,data/processed/NATI_20170727.pt
NLSN_20170727,NLSN,2017-07-27,176,data/processed/NLSN_20170727.pt
O_20170727,O,2017-07-27,200,data/processed/O_20170727.pt
ORI_20170727,ORI,2017-07-27,200,data/processed/ORI_20170727.pt
PCG_20170727,PCG,2017-07-27,131,data/processed/PCG_20170727.pt
PJC_20170727,PJC,2017-07-27,105,data/processed/PJC_20170727.pt
POWI_20170727,POWI,2017-07-27,173,data/processed/POWI_20170727.pt
RS_20170727,RS,2017-07-27,200,data/processed/RS_20170727.pt
RSG_20170727,RSG,2017-07-27,104,data/processed/RSG_20170727.pt
SKYW_20170727,SKYW,2017-07-27,113,data/processed/SKYW_20170727.pt
SPOK_20170727,SPOK,2017-07-27,182,data/processed/SPOK_20170727.pt
SPSC_20170727,SPSC,2017-07-27,177,data/processed/SPSC_20170727.pt
SYK_20170727,SYK,2017-07-27,85,data/processed/SYK_20170727.pt
TREE_20170727,TREE,2017-07-27,200,data/processed/TREE_20170727.pt
UTHR_20170727,UTHR,2017-07-27,134,data/processed/UTHR_20170727.pt
VLO_20170727,VLO,2017-07-27,95,data/processed/VLO_20170727.pt
VRSN_20170727,VRSN,2017-07-27,140,data/processed/VRSN_20170727.pt
WWE_20170727,WWE,2017-07-27,43,data/processed/WWE_20170727.pt
XEL_20170727,XEL,2017-07-27,74,data/processed/XEL_20170727.pt
AAN_20170728,AAN,2017-07-28,200,data/processed/AAN_20170728.pt
AMSF_20170728,AMSF,2017-07-28,158,data/processed/AMSF_20170728.pt
CVX_20170728,CVX,2017-07-28,124,data/processed/CVX_20170728.pt
MGLN_20170728,MGLN,2017-07-28,200,data/processed/MGLN_20170728.pt
MRK_20170728,MRK,2017-07-28,126,data/processed/MRK_20170728.pt
PFS_20170728,PFS,2017-07-28,167,data/processed/PFS_20170728.pt
DAN_20170731,DAN,2017-07-31,200,data/processed/DAN_20170731.pt
HSKA_20170731,HSKA,2017-07-31,190,data/processed/HSKA_20170731.pt
MCY_20170731,MCY,2017-07-31,100,data/processed/MCY_20170731.pt
XOXO_20170731,XOXO,2017-07-31,152,data/processed/XOXO_20170731.pt
AAPL_20170801,AAPL,2017-08-01,200,data/processed/AAPL_20170801.pt
ADM_20170801,ADM,2017-08-01,55,data/processed/ADM_20170801.pt
BGFV_20170801,BGFV,2017-08-01,138,data/processed/BGFV_20170801.pt
CMI_20170801,CMI,2017-08-01,200,data/processed/CMI_20170801.pt
DVA_20170801,DVA,2017-08-01,29,data/processed/DVA_20170801.pt
ECL_20170801,ECL,2017-08-01,31,data/processed/ECL_20170801.pt
EZPW_20170801,EZPW,2017-08-01,155,data/processed/EZPW_20170801.pt
HRS_20170801,HRS,2017-08-01,88,data/processed/HRS_20170801.pt
HVT_20170801,HVT,2017-08-01,97,data/processed/HVT_20170801.pt
INCY_20170801,INCY,2017-08-01,200,data/processed/INCY_20170801.pt
