call_id,ticker,call_date,alpha,beta,r2,abnormal_ret_1d,abnormal_vol_1d,abnormal_ret_3d,abnormal_vol_3d,abnormal_ret_7d,abnormal_vol_7d
CYTK_20170427,CYTK,2017-04-27,0.0021385795959175434,1.496863854065818,0.05760005200685178,0.0025225941582363237,0.0025225941582363237,-0.09853405552630624,0.09853405552630624,-0.11312617480211092,0.11312617480211092
EHTH_20170427,EHTH,2017-04-27,3.902239956946746e-10,1.0000016362490376,0.999999997490409,-7.5698800673131e-08,7.5698800673131e-08,1.446713788965867e-07,1.446713788965867e-07,-3.8078842402568475e-07,3.8078842402568475e-07
EIG_20170427,EIG,2017-04-27,2.667039598826422e-09,0.9999995062717673,0.9999999972807065,-7.606463342676138e-08,7.606463342676138e-08,2.1235503878578275e-07,2.1235503878578275e-07,-9.116653459939356e-08,9.116653459939356e-08
EQT_20170427,EQT,2017-04-27,-0.0007814843688607341,0.8127501142306102,0.13942090671239363,-0.004952615282463,0.004952615282463,-0.007954955186011615,0.007954955186011615,0.0011838693924378146,0.0011838693924378146
FWRD_20170427,FWRD,2017-04-27,3.475809175960791e-09,0.9999966527126226,0.9999999981374297,-7.917009302912253e-10,7.917009302912253e-10,-2.2665007676681177e-07,2.2665007676681177e-07,6.807699283673451e-08,6.807699283673451e-08
GHL_20170427,GHL,2017-04-27,0.0017902386752190332,1.8103780309478805,0.2283695320522137,0.00969133105573507,0.00969133105573507,0.029315454793267057,0.029315454793267057,0.04867499112696572,0.04867499112696572
INVA_20170427,INVA,2017-04-27,1.6201002304028905e-09,0.999996777280424,0.9999999978869549,7.495763202638398e-08,7.495763202638398e-08,1.4880998380902791e-07,1.4880998380902791e-07,2.2983676681873153e-07,2.2983676681873153e-07
IRM_20170427,IRM,2017-04-27,-1.1157011871674462e-05,0.895363794016932,0.18046699461976878,-0.03508869036020348,0.03508869036020348,-0.025869528197893975,0.025869528197893975,-0.027382123749102157,0.027382123749102157
JCI_20170427,JCI,2017-04-27,-0.00027677301001100636,1.2702904883006207,0.2553595644570559,-0.021462614742608514,0.021462614742608514,-0.03677982657149808,0.03677982657149808,-0.02999624710161958,0.02999624710161958
KIM_20170427,KIM,2017-04-27,-3.3289343605909932e-09,1.000003359275251,0.9999999978804772,-3.6854944865036265e-07,3.6854944865036265e-07,1.5377501086377698e-07,1.5377501086377698e-07,7.849344778668166e-08,7.849344778668166e-08
LKQ_20170427,LKQ,2017-04-27,3.3318807153397134e-10,1.0000032891287831,0.999999997819718,-1.509031542570871e-07,1.509031542570871e-07,-3.005377971002088e-07,3.005377971002088e-07,-3.1671702512860427e-07,3.1671702512860427e-07
LSTR_20170427,LSTR,2017-04-27,0.0006536439031417219,0.026677755548625122,0.04105765018808491,6.680751992486987e-05,6.680751992486987e-05,-0.0007923587078998264,0.0007923587078998264,0.0008892449819661637,0.0008892449819661637
MGM_20170427,MGM,2017-04-27,1.0335622991144988e-09,1.000000721132515,0.9999999975102141,-7.569811170515112e-08,7.569811170515112e-08,-1.7448478066041384e-09,1.7448478066041384e-09,-4.5137815691805114e-07,4.5137815691805114e-07
NATI_20170427,NATI,2017-04-27,1.0335622991144988e-09,1.000000721132515,0.9999999975102141,-7.569811170515112e-08,7.569811170515112e-08,-1.7448478066041384e-09,1.7448478066041384e-09,-4.5137815691805114e-07,4.5137815691805114e-07
NEU_20170427,NEU,2017-04-27,6.575852664475468e-09,0.9999930426769118,0.9999999971361646,-7.442602738434983e-08,7.442602738434983e-08,-1.2609230157288424e-08,1.2609230157288424e-08,1.388268035410552e-07,1.388268035410552e-07
OIS_20170427,OIS,2017-04-27,-0.0009515660147786469,2.058254078854264,0.2076879101843153,-0.07554148487224428,0.07554148487224428,-0.10290833530628798,0.10290833530628798,-0.09792261524732346,0.09792261524732346
PATK_20170427,PATK,2017-04-27,-0.0007746940061353788,1.0271502483019233,0.17135505202967113,-0.0017400402432574133,0.0017400402432574133,-0.015463540406719496,0.015463540406719496,-0.021731362179462255,0.021731362179462255
PH_20170427,PH,2017-04-27,1.8770024135233293e-09,0.9999974754711595,0.9999999980931682,-7.363249437096226e-08,7.363249437096226e-08,-7.617927205206838e-08,7.617927205206838e-08,-7.35404537732169e-08,7.35404537732169e-08
POWI_20170427,POWI,2017-04-27,-9.502720818355088e-05,0.500059867775249,0.06236244846538348,0.006142641028757367,0.006142641028757367,-0.0011596109799295621,0.0011596109799295621,0.0026657752860370903,0.0026657752860370903
RTN_20170427,RTN,2017-04-27,0.0006093218798552957,0.8875899034932074,0.08796025265505612,-0.01984852639449841,0.01984852639449841,-0.04703280101737253,0.04703280101737253,-0.04477579344226145,0.04477579344226145
SIVB_20170427,SIVB,2017-04-27,2.539612417931658e-10,0.9999983106564683,0.9999999973962632,7.503711394135724e-08,7.503711394135724e-08,-7.20225014943154e-08,7.20225014943154e-08,1.5585354681211519e-07,1.5585354681211519e-07
SKYW_20170427,SKYW,2017-04-27,0.0002975220889746984,2.053373911646394,0.2162660486799716,-0.029914480915113686,0.029914480915113686,0.03219053173971581,0.03219053173971581,0.0033025220070476407,0.0033025220070476407
SPOK_20170427,SPOK,2017-04-27,-0.0006216117973226862,1.3749807491977901,0.11436568682066649,-0.018075651733461522,0.018075651733461522,-0.11262700040998441,0.11262700040998441,-0.13192929649702922,0.13192929649702922
SPSC_20170427,SPSC,2017-04-27,9.913984731139795e-09,0.9999894731883097,0.9999999970022764,1.4641811459244983e-07,1.4641811459244983e-07,1.3042247996094148e-07,1.3042247996094148e-07,-1.598396774816352e-07,1.598396774816352e-07
TYL_20170427,TYL,2017-04-27,1.4626921147811028e-09,1.0000001822797298,0.9999999974209293,-3.707989746051972e-07,3.707989746051972e-07,-2.279718312966396e-07,2.279718312966396e-07,-3.085438954764791e-07,3.085438954764791e-07
VRSN_20170427,VRSN,2017-04-27,-0.00036307715882838426,1.0302414857889581,0.15368628958991715,-0.003990444309761983,0.003990444309761983,0.01001156880390023,0.01001156880390023,0.005637935769669086,0.005637935769669086
CVX_20170428,CVX,2017-04-28,0.0005964004122256147,1.548375397609133,0.29869241191143464,-0.02687039408761498,0.02687039408761498,-0.04468293147634446,0.04468293147634446,0.040983353745680094,0.040983353745680094
GM_20170428,GM,2017-04-28,1.951205939624244e-05,1.4287421417167798,0.21985959772762426,0.005989805641311677,0.005989805641311677,-0.04013046863479314,0.04013046863479314,-0.022335434635201126,0.022335434635201126
MATW_20170428,MATW,2017-04-28,0.00040797896941364986,1.2661673926615509,0.24780867090121342,-0.0508251348491098,0.0508251348491098,-0.06260824505618522,0.06260824505618522,-0.08807918199344085,0.08807918199344085
PEG_20170428,PEG,2017-04-28,-0.0003329245385648028,0.7014106150675542,0.10067832681105456,-0.0062444969961996865,0.0062444969961996865,-0.011668478669304778,0.011668478669304778,-0.018609685474655257,0.018609685474655257
PFS_20170428,PFS,2017-04-28,0.0007499941424642596,1.308179437681539,0.29277810288418665,-0.026265276379185413,0.026265276379185413,-0.03194002505091462,0.03194002505091462,-0.035507589549118465,0.035507589549118465
SBSI_20170428,SBSI,2017-04-28,0.0001552233690504579,0.15402562338038617,0.27820158770779646,-0.0007027800302070325,0.0007027800302070325,-0.0031934552386719915,0.0031934552386719915,-0.00024884416267118497,0.00024884416267118497
WY_20170428,WY,2017-04-28,0.0001885258828685962,0.9179948721333948,0.14338943494266979,0.006217278842748215,0.006217278842748215,0.024660058776807683,0.024660058776807683,0.002560524446672754,0.002560524446672754
AMD_20170501,AMD,2017-05-01,0.004142970761916634,2.2744543215707984,0.09678852443052716,0.014185199071338018,0.014185199071338018,-0.22770363536743027,0.22770363536743027,-0.273209650458307,0.273209650458307
CAH_20170501,CAH,2017-05-01,-0.001120099239485019,1.1949442511838273,0.14269018197161656,-0.007401328486092011,0.007401328486092011,0.0007556551262227146,0.0007556551262227146,-0.0016000400697316463,0.0016000400697316463
CGNX_20170501,CGNX,2017-05-01,4.87153704225099e-09,0.9999935144366876,0.9999999967285129,-6.281011347359158e-08,6.281011347359158e-08,6.923719229586303e-08,6.923719229586303e-08,7.885542128397306e-10,7.885542128397306e-10
DISH_20170501,DISH,2017-05-01,7.036896903936732e-10,0.9999952116620288,0.9999999962265103,-6.217493664579035e-08,6.217493664579035e-08,6.037475939004756e-09,6.037475939004756e-09,3.158697155539419e-07,3.158697155539419e-07
EGOV_20170501,EGOV,2017-05-01,-2.6235583097276513e-09,1.0000040448253866,0.9999999961566837,-8.128794351178192e-09,8.128794351178192e-09,-5.154266253753039e-07,5.154266253753039e-07,-7.855288227772892e-08,7.855288227772892e-08
ENSG_20170501,ENSG,2017-05-01,2.762242728385905e-10,1.000001373363261,0.9999999974644045,-3.7403866456724166e-07,3.7403866456724166e-07,-3.7350253197698715e-07,3.7350253197698715e-07,-3.802978072820287e-07,3.802978072820287e-07
GGP_20170501,GGP,2017-05-01,0.0007942693933788036,0.02880840868079899,0.047873881281173494,0.0013422328073541135,0.0013422328073541135,-0.001531946813795665,0.001531946813795665,0.004263852690081508,0.004263852690081508
L_20170501,L,2017-05-01,-5.15058483602053e-10,1.0000014693523223,0.9999999973994131,-3.1882509813653537e-09,3.1882509813653537e-09,2.200476588505476e-07,2.200476588505476e-07,-3.952560617887825e-09,3.952560617887825e-09
AAPL_20170502,AAPL,2017-05-02,-0.0004384898441897444,2.4514394963309276,0.07354949322871784,-0.06135605761349825,0.06135605761349825,-0.2028202441308067,0.2028202441308067,-0.2287761423880779,0.2287761423880779
ADM_20170502,ADM,2017-05-02,0.0002477485247813784,0.10363389142435661,0.025445250423221856,-0.08988258784428152,0.08988258784428152,-0.07284299503410697,0.07284299503410697,-0.0717995799326919,0.0717995799326919
AET_20170502,AET,2017-05-02,0.00019000713825253568,1.0454974998622204,0.20035587932278445,0.014988622294220443,0.014988622294220443,0.023143024125092837,0.023143024125092837,0.03841800213793549,0.03841800213793549
DVA_20170502,DVA,2017-05-02,-0.0010148443568700023,0.871996586346022,0.11771508829762796,0.015306788500031827,0.015306788500031827,-0.05277058941487901,0.05277058941487901,-0.03295002444318049,0.03295002444318049
ECL_20170502,ECL,2017-05-02,-0.0001295160213591473,0.8901624772869795,0.3660585743386672,-0.031076632645982195,0.031076632645982195,-0.023130190571012302,0.023130190571012302,-0.023220679646180492,0.023220679646180492
HBI_20170502,HBI,2017-05-02,0.0014803752309780812,1.3202392654927109,0.11202291419335861,0.025653022970035876,0.025653022970035876,0.03806696612111452,0.03806696612111452,0.03583831359516048,0.03583831359516048
HCA_20170502,HCA,2017-05-02,-6.725679491209217e-05,0.9127918266310201,0.08954945194427204,0.010216670806570492,0.010216670806570492,-0.004311188813685021,0.004311188813685021,0.016483121762113785,0.016483121762113785
HVT_20170502,HVT,2017-05-02,-0.0004858380234985316,1.6132648862093193,0.12883317299746827,-0.05236722009449776,0.05236722009449776,-0.059901357286704524,0.059901357286704524,-0.053826635516282084,0.053826635516282084
LCI_20170502,LCI,2017-05-02,0.0005981869880086994,0.02681000964777105,0.04194541876520196,-0.00010192608727685373,0.00010192608727685373,-0.001577710579714362,0.001577710579714362,-0.00267267236116381,0.00267267236116381
MO_20170502,MO,2017-05-02,-7.73327890526282e-09,1.000007655260094,0.9999999973970597,-1.4260584788137066e-07,1.4260584788137066e-07,-2.0079835715404535e-07,2.0079835715404535e-07,1.5393884505516186e-08,1.5393884505516186e-08
MRK_20170502,MRK,2017-05-02,0.002004855515780358,0.150431412882404,0.013143206471001836,-0.00867381884004876,0.00867381884004876,-0.01855062797033165,0.01855062797033165,-0.043052575577849216,0.043052575577849216
OGS_20170502,OGS,2017-05-02,-6.452689077507401e-10,1.000002709369641,0.9999999977945779,1.4710156350308812e-07,1.4710156350308812e-07,1.4868102449824144e-07,1.4868102449824144e-07,2.8443993043558583e-07,2.8443993043558583e-07
PES_20170502,PES,2017-05-02,3.417950537399142e-10,0.9999993867822742,0.9999999982407806,-7.383571076833954e-08,7.383571076833954e-08,-7.598912729524926e-10,7.598912729524926e-10,3.6821759774371813e-07,3.6821759774371813e-07
PNW_20170502,PNW,2017-05-02,0.00011620515116328813,0.6600729497520592,0.11655333049316097,0.007248265767282102,0.007248265767282102,0.004095467012743053,0.004095467012743053,-0.0024675481195613204,0.0024675481195613204
SXI_20170502,SXI,2017-05-02,0.0011878604956632982,2.09559058280409,0.09054675656013618,-0.04457918180422849,0.04457918180422849,-0.05074507856209863,0.05074507856209863,-0.1300651924848992,0.1300651924848992
ADP_20170503,ADP,2017-05-03,0.00021908469626196798,0.6715059047554055,0.11132478102420124,0.007086153583002529,0.007086153583002529,-0.0035211716193496523,0.0035211716193496523,0.004854917640896499,0.004854917640896499
AEGN_20170503,AEGN,2017-05-03,-7.2969233927758226e-09,1.0000136786310536,0.9999999979262308,-1.2348692227386222e-07,1.2348692227386222e-07,-3.105659094845316e-08,3.105659094845316e-08,2.3526339916336131e-07,2.3526339916336131e-07
ARI_20170503,ARI,2017-05-03,0.0007724192545555913,0.962812962853393,0.055944957941203854,0.012808360268986105,0.012808360268986105,0.06113834183689146,0.06113834183689146,0.08601257973508059,0.08601257973508059
CLX_20170503,CLX,2017-05-03,-1.1118870940065792e-09,1.0000039038014825,0.999999997831023,-1.41272962803779e-07,1.41272962803779e-07,-1.5978689941239382e-07,1.5978689941239382e-07,-7.699955072287541e-08,7.699955072287541e-08
CSGS_20170503,CSGS,2017-05-03,-0.00046654110267767865,0.174678156048999,0.015976856264290608,-0.04089079073818255,0.04089079073818255,0.046049475539789886,0.046049475539789886,0.044079067300107334,0.044079067300107334
DDD_20170503,DDD,2017-05-03,2.3917148414759684e-09,0.9999949812901892,0.9999999976389249,-1.557918680988174e-07,1.557918680988174e-07,1.2445839039920692e-08,1.2445839039920692e-08,-7.785757067760323e-08,7.785757067760323e-08
EL_20170503,EL,2017-05-03,-0.00027879877802254187,0.8909566135950576,0.3381433354440494,0.003835900212531888,0.003835900212531888,0.006997053648170001,0.006997053648170001,0.011399163988206397,0.011399163988206397
ERA_20170503,ERA,2017-05-03,0.000351228760726249,0.9148112091718273,0.14155049767003697,-0.0029829101612564683,0.0029829101612564683,-0.018298786124099662,0.018298786124099662,-0.020256187261836832,0.020256187261836832
GRMN_20170503,GRMN,2017-05-03,0.001140578170147553,0.8230690443779944,0.07763275571629984,-0.001402586258709395,0.001402586258709395,0.012941733570653301,0.012941733570653301,0.012696903619451817,0.012696903619451817
HUM_20170503,HUM,2017-05-03,-0.0009391410822681846,1.1115999131329048,0.1673269788430392,-0.015825601111182256,0.015825601111182256,-0.0032231639007250044,0.0032231639007250044,-0.009286728536717945,0.009286728536717945
KHC_20170503,KHC,2017-05-03,0.0030488639544318076,1.3258198900054496,0.049859128469991784,0.00600187231765836,0.00600187231765836,-0.010612617715745787,0.010612617715745787,0.1913308282246012,0.1913308282246012
LFUS_20170503,LFUS,2017-05-03,3.350758986248037e-09,0.9999975893516796,0.9999999972314257,-2.2719218165491786e-07,2.2719218165491786e-07,-2.9387798170031447e-07,2.9387798170031447e-07,-3.098147445063581e-07,3.098147445063581e-07
NUS_20170503,NUS,2017-05-03,5.055022754552052e-09,1.0000027155099176,0.9999999970283422,-5.171927068908181e-07,5.171927068908181e-07,-4.665240614476311e-07,4.665240614476311e-07,-1.1597303070597065e-07,1.1597303070597065e-07
OMI_20170503,OMI,2017-05-03,-0.000508203782679785,0.7284855741864346,0.16663939983269405,0.009925398549913755,0.009925398549913755,0.020064224987754016,0.020064224987754016,0.021091201747271617,0.021091201747271617
POWL_20170503,POWL,2017-05-03,-0.0008094992015835465,0.8023365245529224,0.13498579086220153,2.7282126944726866e-05,2.7282126944726866e-05,0.007909479392902506,0.007909479392902506,0.016508239284333454,0.016508239284333454
SSTK_20170503,SSTK,2017-05-03,-0.0014497207013279946,1.351034779112015,0.10421783610313579,-0.06135919537474394,0.06135919537474394,0.0003677923551618188,0.0003677923551618188,0.007812337893246882,0.007812337893246882
STRA_20170503,STRA,2017-05-03,-2.2395954233939835e-09,1.000005320511933,0.9999999975118823,-1.3860353383554277e-07,1.3860353383554277e-07,5.93467626935993e-08,5.93467626935993e-08,1.9586204436203465e-09,1.9586204436203465e-09
UFCS_20170503,UFCS,2017-05-03,3.722780907763207e-09,1.0000001349985939,0.9999999975785483,7.031774364456463e-08,7.031774364456463e-08,1.3536326290181262e-07,1.3536326290181262e-07,-1.0017717790326494e-07,1.0017717790326494e-07
WD_20170503,WD,2017-05-03,0.002574616804167794,1.2534768309809394,0.0889688128974074,0.15151594226577525,0.15151594226577525,0.08171658796387185,0.08171658796387185,0.07415073594652367,0.07415073594652367
AAON_20170504,AAON,2017-05-04,-4.290123514034613e-09,1.0000056409435816,0.9999999978181333,2.9290260783465527e-07,2.9290260783465527e-07,1.3044999262160246e-07,1.3044999262160246e-07,-5.6742473525167245e-08,5.6742473525167245e-08
ACIW_20170504,ACIW,2017-05-04,-0.00018852706868805564,1.4592132650887273,0.14076406971716546,0.04731254521227355,0.04731254521227355,0.09391501192428195,0.09391501192428195,0.06948687274580981,0.06948687274580981
ALE_20170504,ALE,2017-05-04,-2.3572514111025802e-09,1.000005482308188,0.9999999974445313,-2.257869454896401e-07,2.257869454896401e-07,-9.459459961703672e-08,9.459459961703672e-08,-2.162127518732604e-07,2.162127518732604e-07
ANDE_20170504,ANDE,2017-05-04,-0.00046360024294801874,0.9775705573094048,0.07997747101496641,-0.07290647024668703,0.07290647024668703,-0.09064361835974173,0.09064361835974173,-0.07803360775409095,0.07803360775409095
ANIP_20170504,ANIP,2017-05-04,2.6800378989623105e-09,0.999995947696842,0.9999999977880074,2.23526067512185e-07,2.23526067512185e-07,3.791079702904004e-07,3.791079702904004e-07,6.316976338904498e-08,6.316976338904498e-08
ATO_20170504,ATO,2017-05-04,1.5474412115188893e-09,0.9999972577137802,0.9999999974431468,3.7069411751300407e-07,3.7069411751300407e-07,1.5478455070747988e-07,1.5478455070747988e-07,-1.53211414133565e-07,1.53211414133565e-07
ATVI_20170504,ATVI,2017-05-04,-0.0008093531070909048,0.8023271798510035,0.13505545330027424,0.007436196519367065,0.007436196519367065,0.016665060023514835,0.016665060023514835,0.011343713157002076,0.011343713157002076
BLL_20170504,BLL,2017-05-04,7.72803219507845e-09,0.9999919681079222,0.9999999972161386,-7.200065631749776e-08,7.200065631749776e-08,3.1164529142038645e-07,3.1164529142038645e-07,1.8527597041612825e-07,1.8527597041612825e-07
CABO_20170504,CABO,2017-05-04,0.0010955207250305792,0.4690882867029289,0.05071419124891608,-0.013541346080103194,0.013541346080103194,-0.011543123675664195,0.011543123675664195,-0.012249862330926075,0.012249862330926075
CNSL_20170504,CNSL,2017-05-04,7.185677911416069e-09,0.9999946294283842,0.9999999971555644,-2.2224182282611256e-07,2.2224182282611256e-07,-6.870845880365285e-08,6.870845880365285e-08,-3.317472609653529e-07,3.317472609653529e-07
CTRL_20170504,CTRL,2017-05-04,0.0005510225183655154,0.10066504778263952,0.08800813532154858,-0.004614631340357548,0.004614631340357548,0.0018119104232569893,0.0018119104232569893,-0.004018767843531499,0.004018767843531499
D_20170504,D,2017-05-04,1.8185109884952255e-11,0.9999999668363575,0.9999999980873584,-2.2134059400212222e-07,2.2134059400212222e-07,1.4603707544817517e-07,1.4603707544817517e-07,-3.810325355203207e-10,3.810325355203207e-10
EBS_20170504,EBS,2017-05-04,-0.0009601899123445316,2.1513893337078764,0.15325290166940006,0.004649344638057746,0.004649344638057746,-0.02964027581515772,0.02964027581515772,0.032551625784899466,0.032551625784899466
ES_20170504,ES,2017-05-04,4.6314462996081135e-10,0.9999992334640057,0.9999999982551309,7.431073294032753e-08,7.431073294032753e-08,-1.4335754637732705e-07,1.4335754637732705e-07,2.2071338350767027e-07,2.2071338350767027e-07
ESE_20170504,ESE,2017-05-04,0.00011684275918389812,0.14934598626549495,0.27299383959674933,0.0010568886781948574,0.0010568886781948574,0.00536389782832228,0.00536389782832228,0.0045088044699401805,0.0045088044699401805
